id,game_id,game_date,quarter,time,play_description,home_score,away_score,team,player
1358,m9sh1b3jm0p1,2025-01-20,Q3,1.7,"Jordin Canada personal foul",59,73,Vinyl,"Jordin Canada"
1359,m9sh1b3jm0p1,2025-01-20,Q3,0.0,"Brittney Griner misses two point shot",59,73,Phantom,"Brittney Griner"
1360,m9sh1b3jm0p1,2025-01-20,Q3,0.0,"Vinyl defensive team rebound",59,73,Vinyl,NULL
1361,m9sh1b3jm0p1,2025-01-20,Q3,0.0,"End of the 3rd Quarter",59,73,NULL,NULL
1362,m9sh1b3jm0p1,2025-01-20,Q4,,"Jordin Canada misses two point shot",59,73,Vinyl,"Jordin Canada"
1363,m9sh1b3jm0p1,2025-01-20,Q4,,"Jordin Canada offensive rebound",59,73,Vinyl,"Jordin Canada"
1364,m9sh1b3jm0p1,2025-01-20,Q4,,"Jordin Canada makes two point shot",59,75,Vinyl,"Jordin Canada"
1365,m9sh1b3jm0p1,2025-01-20,Q4,,"Sabrina Ionescu assist",59,75,Phantom,"Sabrina Ionescu"
1366,m9sh1b3jm0p1,2025-01-20,Q4,,"Brittney Griner makes two point shot",61,75,Phantom,"Brittney Griner"
1367,m9sh1b3jm0p1,2025-01-20,Q4,,"Aliyah Boston personal foul",61,75,Vinyl,"Aliyah Boston"
1368,m9sh1b3jm0p1,2025-01-20,Q4,,"Brittney Griner makes free throw (1pt.)",62,75,Phantom,"Brittney Griner"
1369,m9sh1b3jm0p1,2025-01-20,Q4,,"Rae Burrell misses two point shot",62,75,Vinyl,"Rae Burrell"
1370,m9sh1b3jm0p1,2025-01-20,Q4,,"Brittney Griner defensive rebound",62,75,Phantom,"Brittney Griner"
1371,m9sh1b3jm0p1,2025-01-20,Q4,,"Natasha Cloud  bad pass turnover",62,75,Phantom,"Natasha Cloud"
1372,m9sh1b3jm0p1,2025-01-20,Q4,,"Rae Burrell misses three point shot",62,75,Vinyl,"Rae Burrell"
1373,m9sh1b3jm0p1,2025-01-20,Q4,,"Aliyah Boston offensive rebound",62,75,Vinyl,"Aliyah Boston"
1374,m9sh1b3jm0p1,2025-01-20,Q4,,"Aliyah Boston makes two point shot",62,77,Vinyl,"Aliyah Boston"
1375,m9sh1b3jm0p1,2025-01-20,Q4,,"Sabrina Ionescu misses two point shot",62,77,Phantom,"Sabrina Ionescu"
1376,m9sh1b3jm0p1,2025-01-20,Q4,,"Aliyah Boston defensive rebound",62,77,Vinyl,"Aliyah Boston"
1377,m9sh1b3jm0p1,2025-01-20,Q4,,"Jordin Canada misses two point shot",62,77,Vinyl,"Jordin Canada"
1378,m9sh1b3jm0p1,2025-01-20,Q4,,"Natasha Cloud defensive rebound",62,77,Phantom,"Natasha Cloud"
